"ela_level.mmce_lda_10","ela_level.mmce_qda_10","ela_level.mmce_mda_10","ela_level.lda_qda_10","ela_level.lda_mda_10","ela_level.qda_mda_10","ela_level.mmce_lda_25","ela_level.mmce_qda_25","ela_level.mmce_mda_25","ela_level.lda_qda_25","ela_level.lda_mda_25","ela_level.qda_mda_25","ela_level.mmce_lda_50","ela_level.mmce_qda_50","ela_level.mmce_mda_50","ela_level.lda_qda_50","ela_level.lda_mda_50","ela_level.qda_mda_50","ela_level.costs_fun_evals","ela_level.costs_runtime","ela_meta.lin_simple.adj_r2","ela_meta.lin_simple.intercept","ela_meta.lin_simple.coef.min","ela_meta.lin_simple.coef.max","ela_meta.lin_simple.coef.max_by_min","ela_meta.lin_w_interact.adj_r2","ela_meta.quad_simple.adj_r2","ela_meta.quad_simple.cond","ela_meta.quad_w_interact.adj_r2","ela_meta.costs_fun_evals","ela_meta.costs_runtime","basic.dim","basic.observations","basic.lower_min","basic.lower_max","basic.upper_min","basic.upper_max","basic.objective_min","basic.objective_max","basic.blocks_min","basic.blocks_max","basic.cells_total","basic.cells_filled","basic.minimize_fun","basic.costs_fun_evals","basic.costs_runtime","disp.ratio_mean_02","disp.ratio_mean_05","disp.ratio_mean_10","disp.ratio_mean_25","disp.ratio_median_02","disp.ratio_median_05","disp.ratio_median_10","disp.ratio_median_25","disp.diff_mean_02","disp.diff_mean_05","disp.diff_mean_10","disp.diff_mean_25","disp.diff_median_02","disp.diff_median_05","disp.diff_median_10","disp.diff_median_25","disp.costs_fun_evals","disp.costs_runtime","pca.expl_var.cov_x","pca.expl_var.cor_x","pca.expl_var.cov_init","pca.expl_var.cor_init","pca.expl_var_PC1.cov_x","pca.expl_var_PC1.cor_x","pca.expl_var_PC1.cov_init","pca.expl_var_PC1.cor_init","pca.costs_fun_evals","pca.costs_runtime","ela_distr.skewness","ela_distr.kurtosis","ela_distr.number_of_peaks","ela_distr.costs_fun_evals","ela_distr.costs_runtime","ic.h.max","ic.eps.s","ic.eps.max","ic.eps.ratio","ic.m0","ic.costs_fun_evals","ic.costs_runtime","nbc.nn_nb.sd_ratio","nbc.nn_nb.mean_ratio","nbc.nn_nb.cor","nbc.dist_ratio.coeff_var","nbc.nb_fitness.cor","nbc.costs_fun_evals","nbc.costs_runtime","f"
"0.1","0.0733333333333333","0.0733333333333333","1.36363636363636","1.36363636363636","1","0.306666666666667","0.14","0.16","2.19047619047619","1.91666666666667","0.875","0.3","0.16","0.306666666666667","1.875","0.978260869565217","0.521739130434783","0","2.973","0.237162704495245","106.405158968889","0.587323425157238","2.17382992897572","3.70124847037003","0.244242618980638","1","1","1","0","0.00800000000000001","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","79.7864389688889","163.581887857778","1","1","1","1","1","0","0.000999999999999446","0.16800559047172","0.247880833644579","0.414841781915313","0.593367798300178","0.166725620490824","0.244311572614679","0.413435532646023","0.583301443632136","-5.5293293030001","-4.99848856945435","-3.888887287093","-2.70242602913289","-5.52536248100765","-5.01089747469014","-3.88945271846583","-2.76308815663004","0","0.00400000000000045","1","1","0.25","1","0.362130306073559","0.362130306073559","0.91303274453633","0.385706031433722","0","0.00399999999999956","0.520887254103505","0.21118189814778","1","0","0.0179999999999998","0.779185822058765","1.10610610610611","2.11507282486879","0.645645645645645","0.425675675675676","0","0.162","0.84972714314854","0.79510730581453","0.672017530099934","0.275016643133719","-0.399736869895231","0","0.0110000000000001","1_1"
"0.0666666666666667","0.0266666666666667","0.0266666666666667","2.5","2.5","1","0.113333333333333","0.0733333333333333","0.0533333333333333","1.54545454545455","2.125","1.375","0.12","0.0866666666666667","0.1","1.38461538461538","1.2","0.866666666666667","0","2.595","0.880807799545126","457.489069368889","5.64102992897571","7.71507657484276","1.36767162592304","0.881914025724049","1","1","1","0","0.00799999999999912","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","396.737691591111","557.982136035556","1","1","1","1","1","0","0.00100000000000122","0.358975983801222","0.432258053565813","0.464747600734221","0.643815248586012","0.469422867751258","0.488624754575501","0.491512928682413","0.633078538783355","-4.26016429449846","-3.77314095504647","-3.55721954602963","-2.36715867404903","-3.51820606981178","-3.39088020016759","-3.3717289947047","-2.43302101341114","0","0.00399999999999956","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.988902186762591","0.504534275249213","0","0.00300000000000011","0.439694473368949","-0.594063151212396","1","0","0.00200000000000067","0.752372564139122","1.34634634634635","4.12791708470019","0.805805805805806","0.405405405405405","0","0.166","0.808826219898299","0.780246062557189","0.674128358727372","0.273333439857255","-0.267446327111574","0","0.0129999999999999","1_2"
"0.113333333333333","0.06","0.0733333333333333","1.88888888888889","1.54545454545455","0.818181818181818","0.206666666666667","0.1","0.1","2.06666666666667","2.06666666666667","1","0.18","0.12","0.16","1.5","1.125","0.75","0","2.447","0.729003867332911","-207.164220871111","0.546170071024283","7.51507657484276","13.7595905992231","0.731518990094294","1","1","1","0","0.00600000000000023","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-246.562300871111","-136.075047537778","1","1","1","1","1","0","0","0.265472737270258","0.39575280218817","0.468268459639189","0.625926944065297","0.232330712327991","0.38042519060609","0.455100145821973","0.643844336911376","-4.88157500958059","-4.01575022482538","-3.53382036438608","-2.48604207667124","-5.0903414100206","-4.10834113010776","-3.61317866505777","-2.36163403870335","0","0.00300000000000011","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.97271442409959","0.466487026730957","0","0.00199999999999889","0.576652617917166","-0.601709582337329","2","0","0.000999999999999446","0.767834240382998","1.24624624624625","3.20262069365765","0.685685685685685","0.405405405405405","0","0.151","0.807514314650177","0.777516024296901","0.597055047735214","0.284426666275977","-0.301365631668304","0","0.0119999999999987","1_3"
"0.106666666666667","0.0666666666666667","0.04","1.6","2.66666666666667","1.66666666666667","0.16","0.106666666666667","0.08","1.5","2","1.33333333333333","0.133333333333333","0.113333333333333","0.106666666666667","1.17647058823529","1.25","1.0625","0","2.35","0.755270874638015","-109.537884231111","0.45267657484276","7.81208861368205","17.2575499768143","0.757542212562705","1","1","1","0","0.00600000000000023","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-151.434986453333","-36.7261508977777","1","1","1","1","1","0","0","0.356350303186407","0.372793901136073","0.480992546473738","0.667351031762625","0.313127970076764","0.36046095497439","0.489038854605706","0.656360924643113","-4.27761423478357","-4.16833216876418","-3.44925769739883","-2.21074284469113","-4.55458254413979","-4.24072206156802","-3.3881343425887","-2.27863774607292","0","0.00300000000000011","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.975185900872771","0.460150724091709","0","0.00200000000000067","0.664740739989686","-0.307442331316409","2","0","0.00100000000000122","0.792129106105581","1.22622622622623","3.67760910160103","0.665665665665665","0.486486486486487","0","0.157","0.854447463899639","0.790818122877793","0.681194416765226","0.270655551927788","-0.297092433702184","0","0.00999999999999979","1_4"
"0.1","0.0533333333333333","0.0733333333333333","1.875","1.36363636363636","0.727272727272727","0.153333333333333","0.1","0.0866666666666667","1.53333333333333","1.76923076923077","1.15384615384615","0.133333333333333","0.113333333333333","0.106666666666667","1.17647058823529","1.25","1.0625","0","2.679","0.741196707207491","15.2372018488889","1.41017007102428","7.31052342515724","5.18414308697333","0.743598667877619","1","1","1","0","0.00799999999999912","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-24.8984959288889","90.2096640711111","1","1","1","1","1","0","0.000999999999997669","0.275996324572274","0.380119843954883","0.443216947752879","0.615344568727806","0.256523105999941","0.376786105200873","0.448049108512601","0.613619473932373","-4.811636583342","-4.11964488212349","-3.70030953447073","-2.55637120073604","-4.9299239681697","-4.13247155636065","-3.65993341710515","-2.56205220588155","0","0.00300000000000011","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.973888539578433","0.463889205638542","0","0.00199999999999889","0.72521158148285","0.0591845201963923","3","0","0.000999999999997669","0.783526462391772","1.16616616616617","3.67760910160103","0.745745745745745","0.459459459459459","0","0.152000000000001","0.840296024381599","0.785985580511195","0.653728500409088","0.283258330396887","-0.295020046396545","0","0.0110000000000028","1_5"
"0.12","0.04","0.0866666666666667","3","1.38461538461538","0.461538461538462","0.226666666666667","0.106666666666667","0.0866666666666667","2.125","2.61538461538461","1.23076923076923","0.213333333333333","0.146666666666667","0.173333333333333","1.45454545454545","1.23076923076923","0.846153846153846","0","2.325","0.677386361448381","-165.365767751111","1.85368861368205","5.67142992897571","3.0595375550753","0.680380547739778","1","1","1","0","0.00600000000000023","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-200.750407751111","-99.2444877511111","1","1","1","1","1","0","0","0.241482446136206","0.319436970530786","0.39845909654215","0.587786695553887","0.312319896548793","0.343131284646611","0.41648046649877","0.585895059996423","-5.04101144116698","-4.52293556096873","-3.99776453585604","-2.73951732999345","-4.55994080219157","-4.35563344321129","-3.86926205416505","-2.74589013530386","0","0.00300000000000011","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.967637206289067","0.472945580474334","0","0.00300000000000011","0.556756350387119","-0.470777211131951","1","0","0.00199999999999889","0.747468925039544","1.18618618618619","3.13047936301804","0.725725725725725","0.358108108108108","0","0.146000000000001","0.832171058315746","0.792379127716434","0.68650272264699","0.268357134650977","-0.310028123945343","0","0.0109999999999992","1_6"
"0.1","0.0933333333333333","0.1","1.07142857142857","1","0.933333333333333","0.253333333333333","0.186666666666667","0.246666666666667","1.35714285714286","1.02702702702703","0.756756756756757","0.513333333333333","0.18","0.34","2.85185185185185","1.50980392156863","0.529411764705882","0","2.404","-0.00993933682757309","-974.928828871111","0.0718765748427605","0.595770071024282","8.28879328665295","-0.000566061317435418","1","1","1","0","0.0069999999999979","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-998.852153315556","-939.206499982222","1","1","1","1","1","0","0","0.175292287488824","0.290507571606539","0.435835536602584","0.622476825456006","0.212326120583069","0.253645791971017","0.435928155685124","0.626336638039329","-5.48090283897902","-4.71519667637781","-3.74936545660602","-2.50897112728348","-5.22298993899659","-4.94900316149718","-3.74030629263561","-2.47772591054677","0","0.00400000000000134","1","1","0.5","1","0.362130306073559","0.362130306073559","0.877757099706909","0.283353063954459","0","0.00300000000000011","0.532525660129998","-0.0612237328999736","1","0","0.00199999999999889","0.80183531878438","1.06606606606607","2.16496402929758","0.705705705705705","0.439189189189189","0","0.155999999999999","0.825850084536404","0.791263305780728","0.623183378794893","0.279673023440624","-0.443496493435631","0","0.0109999999999992","1_7"
"0.0666666666666667","0.06","0.0466666666666667","1.11111111111111","1.42857142857143","1.28571428571429","0.0733333333333333","0.06","0.0666666666666667","1.22222222222222","1.1","0.9","0.146666666666667","0.133333333333333","0.14","1.1","1.04761904761905","0.952380952380952","0","2.328","0.850181160017506","9.92660152888889","4.99417007102428","7.78471138631795","1.5587597690123","0.851571632902913","1","1","1","0","0.00700000000000145","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-40.7218784711111","124.276308195556","1","1","1","1","1","0","0.000999999999997669","0.242774659188727","0.451009285993733","0.491598828684735","0.66771408062607","0.22970542226269","0.48225520069786","0.508096779172987","0.678472904886046","-5.03242355714373","-3.64852264301977","-3.37876969128543","-2.20833006799927","-5.10774945662","-3.43311610094856","-3.26176307286124","-2.13201532611198","0","0.00400000000000134","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.985898777653998","0.500640425933916","0","0.00300000000000011","0.894835182876965","0.72099633666561","3","0","0.00100000000000122","0.756917160595277","1.28628628628629","2.42876438246045","0.745745745745745","0.412162162162162","0","0.150000000000002","0.829928557664748","0.78072502267773","0.628293549784712","0.289207560761134","-0.326478037055159","0","0.0110000000000028","1_8"
"0.0933333333333333","0.0466666666666667","0.0666666666666667","2","1.4","0.7","0.133333333333333","0.106666666666667","0.0866666666666667","1.25","1.53846153846154","1.23076923076923","0.16","0.146666666666667","0.133333333333333","1.09090909090909","1.2","1.1","0","2.349","0.748496404621762","-61.9557568711111","3.47532342515724","5.65017007102428","1.62579690572789","0.750830616594013","1","1","1","0","0.0069999999999979","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","-100.244716871111","30.18159424","1","1","1","1","1","0","0.00100000000000122","0.33556219676855","0.390462987287662","0.481685084765206","0.661913335660422","0.29960046173595","0.416497872107497","0.480279240855152","0.681149336993264","-4.41576935295956","-4.05090566361421","-3.44465517576575","-2.24688108318694","-4.64428215435927","-3.86914663924316","-3.44621850112713","-2.11426816153829","0","0.00400000000000134","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.975498471562749","0.48709410904545","0","0.00300000000000011","1.00044941071187","0.964288066792032","3","0","0.00199999999999889","0.769255255890676","1.16616616616617","3.20262069365765","0.565565565565565","0.459459459459459","0","0.146999999999998","0.837355959906525","0.785764703957197","0.595887833115408","0.285526243427354","-0.313248032587393","0","0.0139999999999993","1_9"
"0.1","0.0866666666666667","0.0933333333333333","1.15384615384615","1.07142857142857","0.928571428571429","0.333333333333333","0.106666666666667","0.146666666666667","3.125","2.27272727272727","0.727272727272727","0.226666666666667","0.18","0.206666666666667","1.25925925925926","1.09677419354839","0.870967741935484","0","2.407","0.417582283370618","33.0712050488889","1.07052342515724","3.80902992897572","3.55810049501368","0.422987718648643","1","1","1","0","0.00600000000000023","3","150","-4.96666666666667","-4.96666666666667","4.96666666666667","4.96666666666667","4.58176504888889","93.58215616","1","1","1","1","1","0","0","0.237047255003397","0.317911124478286","0.386984014636978","0.587046348150188","0.23167717879054","0.334968590317988","0.403286809457365","0.579563686329359","-5.07048715880907","-4.53307614027232","-4.07402647452528","-2.7444375849216","-5.09467492821906","-4.40975948632073","-3.9567479284419","-2.78787286677082","0","0.00300000000000011","1","1","0.25","0.75","0.362130306073559","0.362130306073559","0.935683324602548","0.406544382782975","0","0.00199999999999889","0.548508337775036","0.0884871557972242","2","0","0.000999999999997669","0.772716833494831","1.14614614614615","1.4972369099516","0.625625625625625","0.418918918918919","0","0.151","0.858589692739993","0.794661799258905","0.673263413520719","0.275724136480525","-0.356195621855035","0","0.0109999999999992","1_10"
